district_code,district,ac_no,assembly_constituency,roll_year,part_number,polling_station_name,polling_station_location,language,roll_type,official_popup_url
16,Medchal Malkajgiri,45,Quthbullapur,2025,350,"Zphs, Jagathgiri Gutta Room No.7",Zphs Jagathgirigutta,Telugu,Supplement2,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=350&roll=TeluguSupRoll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,350,"Zphs, Jagathgiri Gutta Room No.7",Zphs Jagathgirigutta,Telugu,Supplement3,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=350&roll=TeluguSup1Roll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,350,"Zphs, Jagathgiri Gutta Room No.7",Zphs Jagathgirigutta,Telugu,Supplement4,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=350&roll=TeluguSup2Roll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,350,"Zphs, Jagathgiri Gutta Room No.7",Zphs Jagathgirigutta,English,Final Roll,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=350&roll=EnglishMotherRoll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,350,"Zphs, Jagathgiri Gutta Room No.7",Zphs Jagathgirigutta,English,Supplement2,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=350&roll=EnglishSupRoll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,350,"Zphs, Jagathgiri Gutta Room No.7",Zphs Jagathgirigutta,English,Supplement3,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=350&roll=EnglishSup1Roll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,350,"Zphs, Jagathgiri Gutta Room No.7",Zphs Jagathgirigutta,English,Supplement4,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=350&roll=EnglishSup2Roll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,351,"D.P.E.P., Anjaiah Nagar",D.P.E.P Anjaiah Nagar,Telugu,Final Roll,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=351&roll=TeluguMotherRoll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,351,"D.P.E.P., Anjaiah Nagar",D.P.E.P Anjaiah Nagar,Telugu,Supplement2,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=351&roll=TeluguSupRoll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,351,"D.P.E.P., Anjaiah Nagar",D.P.E.P Anjaiah Nagar,Telugu,Supplement3,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=351&roll=TeluguSup1Roll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,351,"D.P.E.P., Anjaiah Nagar",D.P.E.P Anjaiah Nagar,Telugu,Supplement4,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=351&roll=TeluguSup2Roll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,351,"D.P.E.P., Anjaiah Nagar",D.P.E.P Anjaiah Nagar,English,Final Roll,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=351&roll=EnglishMotherRoll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,351,"D.P.E.P., Anjaiah Nagar",D.P.E.P Anjaiah Nagar,English,Supplement2,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=351&roll=EnglishSupRoll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,351,"D.P.E.P., Anjaiah Nagar",D.P.E.P Anjaiah Nagar,English,Supplement3,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=351&roll=EnglishSup1Roll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,351,"D.P.E.P., Anjaiah Nagar",D.P.E.P Anjaiah Nagar,English,Supplement4,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=351&roll=EnglishSup2Roll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,352,"D.P.E.P., Anjaiah Nagar,ROOM-2",D.P.E.P Anjaiah Nagar,Telugu,Final Roll,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=352&roll=TeluguMotherRoll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,352,"D.P.E.P., Anjaiah Nagar,ROOM-2",D.P.E.P Anjaiah Nagar,Telugu,Supplement2,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=352&roll=TeluguSupRoll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,352,"D.P.E.P., Anjaiah Nagar,ROOM-2",D.P.E.P Anjaiah Nagar,Telugu,Supplement3,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=352&roll=TeluguSup1Roll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,352,"D.P.E.P., Anjaiah Nagar,ROOM-2",D.P.E.P Anjaiah Nagar,Telugu,Supplement4,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=352&roll=TeluguSup2Roll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,352,"D.P.E.P., Anjaiah Nagar,ROOM-2",D.P.E.P Anjaiah Nagar,English,Final Roll,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=352&roll=EnglishMotherRoll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,352,"D.P.E.P., Anjaiah Nagar,ROOM-2",D.P.E.P Anjaiah Nagar,English,Supplement2,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=352&roll=EnglishSupRoll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,352,"D.P.E.P., Anjaiah Nagar,ROOM-2",D.P.E.P Anjaiah Nagar,English,Supplement3,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=352&roll=EnglishSup1Roll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,352,"D.P.E.P., Anjaiah Nagar,ROOM-2",D.P.E.P Anjaiah Nagar,English,Supplement4,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=352&roll=EnglishSup2Roll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,353,"Zphs, Jagathgiri Gutta Room No.5",Zphs Jagathgirigutta,Telugu,Final Roll,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=353&roll=TeluguMotherRoll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,353,"Zphs, Jagathgiri Gutta Room No.5",Zphs Jagathgirigutta,Telugu,Supplement2,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=353&roll=TeluguSupRoll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,353,"Zphs, Jagathgiri Gutta Room No.5",Zphs Jagathgirigutta,Telugu,Supplement3,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=353&roll=TeluguSup1Roll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,353,"Zphs, Jagathgiri Gutta Room No.5",Zphs Jagathgirigutta,Telugu,Supplement4,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=353&roll=TeluguSup2Roll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,353,"Zphs, Jagathgiri Gutta Room No.5",Zphs Jagathgirigutta,English,Final Roll,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=353&roll=EnglishMotherRoll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,353,"Zphs, Jagathgiri Gutta Room No.5",Zphs Jagathgirigutta,English,Supplement2,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=353&roll=EnglishSupRoll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,353,"Zphs, Jagathgiri Gutta Room No.5",Zphs Jagathgirigutta,English,Supplement3,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=353&roll=EnglishSup1Roll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,353,"Zphs, Jagathgiri Gutta Room No.5",Zphs Jagathgirigutta,English,Supplement4,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=353&roll=EnglishSup2Roll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,354,"Zphs, Jagathgiri Gutta Room No.9",Zphs Jagathgirigutta,Telugu,Final Roll,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=354&roll=TeluguMotherRoll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,354,"Zphs, Jagathgiri Gutta Room No.9",Zphs Jagathgirigutta,Telugu,Supplement2,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=354&roll=TeluguSupRoll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,354,"Zphs, Jagathgiri Gutta Room No.9",Zphs Jagathgirigutta,Telugu,Supplement3,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=354&roll=TeluguSup1Roll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,354,"Zphs, Jagathgiri Gutta Room No.9",Zphs Jagathgirigutta,Telugu,Supplement4,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=354&roll=TeluguSup2Roll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,354,"Zphs, Jagathgiri Gutta Room No.9",Zphs Jagathgirigutta,English,Final Roll,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=354&roll=EnglishMotherRoll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,354,"Zphs, Jagathgiri Gutta Room No.9",Zphs Jagathgirigutta,English,Supplement2,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=354&roll=EnglishSupRoll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,354,"Zphs, Jagathgiri Gutta Room No.9",Zphs Jagathgirigutta,English,Supplement3,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=354&roll=EnglishSup1Roll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,354,"Zphs, Jagathgiri Gutta Room No.9",Zphs Jagathgirigutta,English,Supplement4,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=354&roll=EnglishSup2Roll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,355,"Chaitanya Vidya Nikethan, Maqdhoom Nagar Room No.1",Chaitanya Vidya Nikethan Maqdoom Nagar,Telugu,Final Roll,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=355&roll=TeluguMotherRoll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,355,"Chaitanya Vidya Nikethan, Maqdhoom Nagar Room No.1",Chaitanya Vidya Nikethan Maqdoom Nagar,Telugu,Supplement2,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=355&roll=TeluguSupRoll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,355,"Chaitanya Vidya Nikethan, Maqdhoom Nagar Room No.1",Chaitanya Vidya Nikethan Maqdoom Nagar,Telugu,Supplement3,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=355&roll=TeluguSup1Roll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,355,"Chaitanya Vidya Nikethan, Maqdhoom Nagar Room No.1",Chaitanya Vidya Nikethan Maqdoom Nagar,Telugu,Supplement4,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=355&roll=TeluguSup2Roll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,355,"Chaitanya Vidya Nikethan, Maqdhoom Nagar Room No.1",Chaitanya Vidya Nikethan Maqdoom Nagar,English,Final Roll,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=355&roll=EnglishMotherRoll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,355,"Chaitanya Vidya Nikethan, Maqdhoom Nagar Room No.1",Chaitanya Vidya Nikethan Maqdoom Nagar,English,Supplement2,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=355&roll=EnglishSupRoll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,355,"Chaitanya Vidya Nikethan, Maqdhoom Nagar Room No.1",Chaitanya Vidya Nikethan Maqdoom Nagar,English,Supplement3,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=355&roll=EnglishSup1Roll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,355,"Chaitanya Vidya Nikethan, Maqdhoom Nagar Room No.1",Chaitanya Vidya Nikethan Maqdoom Nagar,English,Supplement4,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=355&roll=EnglishSup2Roll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,356,"Chaitanya Vidya Nikethan, Maqdhoom Nagar Room No.2",Chaitanya Vidya Nikethan Maqdoom Nagar,Telugu,Final Roll,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=356&roll=TeluguMotherRoll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,356,"Chaitanya Vidya Nikethan, Maqdhoom Nagar Room No.2",Chaitanya Vidya Nikethan Maqdoom Nagar,Telugu,Supplement2,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=356&roll=TeluguSupRoll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,356,"Chaitanya Vidya Nikethan, Maqdhoom Nagar Room No.2",Chaitanya Vidya Nikethan Maqdoom Nagar,Telugu,Supplement3,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=356&roll=TeluguSup1Roll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,356,"Chaitanya Vidya Nikethan, Maqdhoom Nagar Room No.2",Chaitanya Vidya Nikethan Maqdoom Nagar,Telugu,Supplement4,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=356&roll=TeluguSup2Roll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,356,"Chaitanya Vidya Nikethan, Maqdhoom Nagar Room No.2",Chaitanya Vidya Nikethan Maqdoom Nagar,English,Final Roll,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=356&roll=EnglishMotherRoll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,356,"Chaitanya Vidya Nikethan, Maqdhoom Nagar Room No.2",Chaitanya Vidya Nikethan Maqdoom Nagar,English,Supplement2,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=356&roll=EnglishSupRoll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,356,"Chaitanya Vidya Nikethan, Maqdhoom Nagar Room No.2",Chaitanya Vidya Nikethan Maqdoom Nagar,English,Supplement3,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=356&roll=EnglishSup1Roll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,356,"Chaitanya Vidya Nikethan, Maqdhoom Nagar Room No.2",Chaitanya Vidya Nikethan Maqdoom Nagar,English,Supplement4,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=356&roll=EnglishSup2Roll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,357,"Chaitanya Vidya Nikethan, Maqdhoom Nagar Room No.3",Chaitanya Vidya Nikethan Maqdoom Nagar,Telugu,Final Roll,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=357&roll=TeluguMotherRoll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,357,"Chaitanya Vidya Nikethan, Maqdhoom Nagar Room No.3",Chaitanya Vidya Nikethan Maqdoom Nagar,Telugu,Supplement2,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=357&roll=TeluguSupRoll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,357,"Chaitanya Vidya Nikethan, Maqdhoom Nagar Room No.3",Chaitanya Vidya Nikethan Maqdoom Nagar,Telugu,Supplement3,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=357&roll=TeluguSup1Roll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,357,"Chaitanya Vidya Nikethan, Maqdhoom Nagar Room No.3",Chaitanya Vidya Nikethan Maqdoom Nagar,Telugu,Supplement4,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=357&roll=TeluguSup2Roll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,357,"Chaitanya Vidya Nikethan, Maqdhoom Nagar Room No.3",Chaitanya Vidya Nikethan Maqdoom Nagar,English,Final Roll,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=357&roll=EnglishMotherRoll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,357,"Chaitanya Vidya Nikethan, Maqdhoom Nagar Room No.3",Chaitanya Vidya Nikethan Maqdoom Nagar,English,Supplement2,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=357&roll=EnglishSupRoll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,357,"Chaitanya Vidya Nikethan, Maqdhoom Nagar Room No.3",Chaitanya Vidya Nikethan Maqdoom Nagar,English,Supplement3,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=357&roll=EnglishSup1Roll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,357,"Chaitanya Vidya Nikethan, Maqdhoom Nagar Room No.3",Chaitanya Vidya Nikethan Maqdoom Nagar,English,Supplement4,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=357&roll=EnglishSup2Roll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,358,"Chaitanya Vidya Nikethan, Maqdhoom Nagar Room No.4",Chaitanya Vidya Nikethan Maqdoom Nagar,Telugu,Final Roll,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=358&roll=TeluguMotherRoll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,358,"Chaitanya Vidya Nikethan, Maqdhoom Nagar Room No.4",Chaitanya Vidya Nikethan Maqdoom Nagar,Telugu,Supplement2,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=358&roll=TeluguSupRoll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,358,"Chaitanya Vidya Nikethan, Maqdhoom Nagar Room No.4",Chaitanya Vidya Nikethan Maqdoom Nagar,Telugu,Supplement3,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=358&roll=TeluguSup1Roll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,358,"Chaitanya Vidya Nikethan, Maqdhoom Nagar Room No.4",Chaitanya Vidya Nikethan Maqdoom Nagar,Telugu,Supplement4,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=358&roll=TeluguSup2Roll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,358,"Chaitanya Vidya Nikethan, Maqdhoom Nagar Room No.4",Chaitanya Vidya Nikethan Maqdoom Nagar,English,Final Roll,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=358&roll=EnglishMotherRoll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,358,"Chaitanya Vidya Nikethan, Maqdhoom Nagar Room No.4",Chaitanya Vidya Nikethan Maqdoom Nagar,English,Supplement2,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=358&roll=EnglishSupRoll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,358,"Chaitanya Vidya Nikethan, Maqdhoom Nagar Room No.4",Chaitanya Vidya Nikethan Maqdoom Nagar,English,Supplement3,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=358&roll=EnglishSup1Roll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,358,"Chaitanya Vidya Nikethan, Maqdhoom Nagar Room No.4",Chaitanya Vidya Nikethan Maqdoom Nagar,English,Supplement4,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=358&roll=EnglishSup2Roll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,359,"Chaitanya Vidya Nikethan, Maqdhoom Nagar Room No.5",Chaitanya Vidya Nikethan Maqdoom Nagar,Telugu,Final Roll,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=359&roll=TeluguMotherRoll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,359,"Chaitanya Vidya Nikethan, Maqdhoom Nagar Room No.5",Chaitanya Vidya Nikethan Maqdoom Nagar,Telugu,Supplement2,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=359&roll=TeluguSupRoll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,359,"Chaitanya Vidya Nikethan, Maqdhoom Nagar Room No.5",Chaitanya Vidya Nikethan Maqdoom Nagar,Telugu,Supplement3,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=359&roll=TeluguSup1Roll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,359,"Chaitanya Vidya Nikethan, Maqdhoom Nagar Room No.5",Chaitanya Vidya Nikethan Maqdoom Nagar,Telugu,Supplement4,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=359&roll=TeluguSup2Roll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
