district_code,district,ac_no,assembly_constituency,roll_year,part_number,polling_station_name,polling_station_location,language,roll_type,official_popup_url
16,Medchal Malkajgiri,45,Quthbullapur,2025,22,"Mpps, Dommarapochampally Room No.1",Mpps Dommarapochampally,Telugu,Supplement3,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=22&roll=TeluguSup1Roll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,22,"Mpps, Dommarapochampally Room No.1",Mpps Dommarapochampally,Telugu,Supplement4,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=22&roll=TeluguSup2Roll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,22,"Mpps, Dommarapochampally Room No.1",Mpps Dommarapochampally,English,Final Roll,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=22&roll=EnglishMotherRoll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,22,"Mpps, Dommarapochampally Room No.1",Mpps Dommarapochampally,English,Supplement2,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=22&roll=EnglishSupRoll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,22,"Mpps, Dommarapochampally Room No.1",Mpps Dommarapochampally,English,Supplement3,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=22&roll=EnglishSup1Roll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,22,"Mpps, Dommarapochampally Room No.1",Mpps Dommarapochampally,English,Supplement4,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=22&roll=EnglishSup2Roll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,23,Resonance Jr College Room No.3,Resonance Junior College(Dommarapochampally),Telugu,Final Roll,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=23&roll=TeluguMotherRoll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,23,Resonance Jr College Room No.3,Resonance Junior College(Dommarapochampally),Telugu,Supplement2,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=23&roll=TeluguSupRoll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,23,Resonance Jr College Room No.3,Resonance Junior College(Dommarapochampally),Telugu,Supplement3,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=23&roll=TeluguSup1Roll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,23,Resonance Jr College Room No.3,Resonance Junior College(Dommarapochampally),Telugu,Supplement4,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=23&roll=TeluguSup2Roll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,23,Resonance Jr College Room No.3,Resonance Junior College(Dommarapochampally),English,Final Roll,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=23&roll=EnglishMotherRoll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,23,Resonance Jr College Room No.3,Resonance Junior College(Dommarapochampally),English,Supplement2,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=23&roll=EnglishSupRoll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,23,Resonance Jr College Room No.3,Resonance Junior College(Dommarapochampally),English,Supplement3,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=23&roll=EnglishSup1Roll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,23,Resonance Jr College Room No.3,Resonance Junior College(Dommarapochampally),English,Supplement4,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=23&roll=EnglishSup2Roll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,24,Resonance Junior College,Resonance Junior College(Dommarapochampally),Telugu,Final Roll,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=24&roll=TeluguMotherRoll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,24,Resonance Junior College,Resonance Junior College(Dommarapochampally),Telugu,Supplement2,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=24&roll=TeluguSupRoll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,24,Resonance Junior College,Resonance Junior College(Dommarapochampally),Telugu,Supplement3,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=24&roll=TeluguSup1Roll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,24,Resonance Junior College,Resonance Junior College(Dommarapochampally),Telugu,Supplement4,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=24&roll=TeluguSup2Roll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,24,Resonance Junior College,Resonance Junior College(Dommarapochampally),English,Final Roll,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=24&roll=EnglishMotherRoll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,24,Resonance Junior College,Resonance Junior College(Dommarapochampally),English,Supplement2,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=24&roll=EnglishSupRoll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,24,Resonance Junior College,Resonance Junior College(Dommarapochampally),English,Supplement3,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=24&roll=EnglishSup1Roll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,24,Resonance Junior College,Resonance Junior College(Dommarapochampally),English,Supplement4,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=24&roll=EnglishSup2Roll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,25,Resonance Jr College Room No.1,Mpps Dommarapochampally,Telugu,Final Roll,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=25&roll=TeluguMotherRoll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,25,Resonance Jr College Room No.1,Mpps Dommarapochampally,Telugu,Supplement2,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=25&roll=TeluguSupRoll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,25,Resonance Jr College Room No.1,Mpps Dommarapochampally,Telugu,Supplement3,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=25&roll=TeluguSup1Roll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,25,Resonance Jr College Room No.1,Mpps Dommarapochampally,Telugu,Supplement4,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=25&roll=TeluguSup2Roll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,25,Resonance Jr College Room No.1,Mpps Dommarapochampally,English,Final Roll,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=25&roll=EnglishMotherRoll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,25,Resonance Jr College Room No.1,Mpps Dommarapochampally,English,Supplement2,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=25&roll=EnglishSupRoll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,25,Resonance Jr College Room No.1,Mpps Dommarapochampally,English,Supplement3,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=25&roll=EnglishSup1Roll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,25,Resonance Jr College Room No.1,Mpps Dommarapochampally,English,Supplement4,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=25&roll=EnglishSup2Roll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,26,Resonance Jr College Room No.2,Resonance Junior College(Dommarapochampally),Telugu,Final Roll,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=26&roll=TeluguMotherRoll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,26,Resonance Jr College Room No.2,Resonance Junior College(Dommarapochampally),Telugu,Supplement2,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=26&roll=TeluguSupRoll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,26,Resonance Jr College Room No.2,Resonance Junior College(Dommarapochampally),Telugu,Supplement3,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=26&roll=TeluguSup1Roll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,26,Resonance Jr College Room No.2,Resonance Junior College(Dommarapochampally),Telugu,Supplement4,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=26&roll=TeluguSup2Roll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,26,Resonance Jr College Room No.2,Resonance Junior College(Dommarapochampally),English,Final Roll,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=26&roll=EnglishMotherRoll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,26,Resonance Jr College Room No.2,Resonance Junior College(Dommarapochampally),English,Supplement2,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=26&roll=EnglishSupRoll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,26,Resonance Jr College Room No.2,Resonance Junior College(Dommarapochampally),English,Supplement3,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=26&roll=EnglishSup1Roll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,26,Resonance Jr College Room No.2,Resonance Junior College(Dommarapochampally),English,Supplement4,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=26&roll=EnglishSup2Roll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,27,"Mpps, Dommarapochampally Room No.2",Mpps Dommarapochampally,Telugu,Final Roll,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=27&roll=TeluguMotherRoll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,27,"Mpps, Dommarapochampally Room No.2",Mpps Dommarapochampally,Telugu,Supplement2,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=27&roll=TeluguSupRoll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,27,"Mpps, Dommarapochampally Room No.2",Mpps Dommarapochampally,Telugu,Supplement3,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=27&roll=TeluguSup1Roll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,27,"Mpps, Dommarapochampally Room No.2",Mpps Dommarapochampally,Telugu,Supplement4,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=27&roll=TeluguSup2Roll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,27,"Mpps, Dommarapochampally Room No.2",Mpps Dommarapochampally,English,Final Roll,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=27&roll=EnglishMotherRoll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,27,"Mpps, Dommarapochampally Room No.2",Mpps Dommarapochampally,English,Supplement2,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=27&roll=EnglishSupRoll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,27,"Mpps, Dommarapochampally Room No.2",Mpps Dommarapochampally,English,Supplement3,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=27&roll=EnglishSup1Roll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,27,"Mpps, Dommarapochampally Room No.2",Mpps Dommarapochampally,English,Supplement4,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=27&roll=EnglishSup2Roll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,28,"Mpps, Dommarapochampally Room No.3",Mpps Dommarapochampally,Telugu,Final Roll,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=28&roll=TeluguMotherRoll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,28,"Mpps, Dommarapochampally Room No.3",Mpps Dommarapochampally,Telugu,Supplement2,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=28&roll=TeluguSupRoll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,28,"Mpps, Dommarapochampally Room No.3",Mpps Dommarapochampally,Telugu,Supplement3,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=28&roll=TeluguSup1Roll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,28,"Mpps, Dommarapochampally Room No.3",Mpps Dommarapochampally,Telugu,Supplement4,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=28&roll=TeluguSup2Roll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,28,"Mpps, Dommarapochampally Room No.3",Mpps Dommarapochampally,English,Final Roll,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=28&roll=EnglishMotherRoll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,28,"Mpps, Dommarapochampally Room No.3",Mpps Dommarapochampally,English,Supplement2,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=28&roll=EnglishSupRoll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,28,"Mpps, Dommarapochampally Room No.3",Mpps Dommarapochampally,English,Supplement3,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=28&roll=EnglishSup1Roll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,28,"Mpps, Dommarapochampally Room No.3",Mpps Dommarapochampally,English,Supplement4,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=28&roll=EnglishSup2Roll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,29,"Mpps, Dommarapochampally Room No.4",Mpps Dommarapochampally,Telugu,Final Roll,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=29&roll=TeluguMotherRoll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,29,"Mpps, Dommarapochampally Room No.4",Mpps Dommarapochampally,Telugu,Supplement2,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=29&roll=TeluguSupRoll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,29,"Mpps, Dommarapochampally Room No.4",Mpps Dommarapochampally,Telugu,Supplement3,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=29&roll=TeluguSup1Roll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,29,"Mpps, Dommarapochampally Room No.4",Mpps Dommarapochampally,Telugu,Supplement4,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=29&roll=TeluguSup2Roll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,29,"Mpps, Dommarapochampally Room No.4",Mpps Dommarapochampally,English,Final Roll,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=29&roll=EnglishMotherRoll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,29,"Mpps, Dommarapochampally Room No.4",Mpps Dommarapochampally,English,Supplement2,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=29&roll=EnglishSupRoll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,29,"Mpps, Dommarapochampally Room No.4",Mpps Dommarapochampally,English,Supplement3,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=29&roll=EnglishSup1Roll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,29,"Mpps, Dommarapochampally Room No.4",Mpps Dommarapochampally,English,Supplement4,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=29&roll=EnglishSup2Roll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,30,"Mpps, Mallampet Room No.1",Mpps Mallampet,Telugu,Final Roll,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=30&roll=TeluguMotherRoll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,30,"Mpps, Mallampet Room No.1",Mpps Mallampet,Telugu,Supplement2,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=30&roll=TeluguSupRoll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,30,"Mpps, Mallampet Room No.1",Mpps Mallampet,Telugu,Supplement3,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=30&roll=TeluguSup1Roll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,30,"Mpps, Mallampet Room No.1",Mpps Mallampet,Telugu,Supplement4,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=30&roll=TeluguSup2Roll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,30,"Mpps, Mallampet Room No.1",Mpps Mallampet,English,Final Roll,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=30&roll=EnglishMotherRoll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,30,"Mpps, Mallampet Room No.1",Mpps Mallampet,English,Supplement2,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=30&roll=EnglishSupRoll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,30,"Mpps, Mallampet Room No.1",Mpps Mallampet,English,Supplement3,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=30&roll=EnglishSup1Roll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,30,"Mpps, Mallampet Room No.1",Mpps Mallampet,English,Supplement4,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=30&roll=EnglishSup2Roll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,31,Mpps Mallampet Room No.2,Mpps Mallampet,Telugu,Final Roll,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=31&roll=TeluguMotherRoll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,31,Mpps Mallampet Room No.2,Mpps Mallampet,Telugu,Supplement2,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=31&roll=TeluguSupRoll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,31,Mpps Mallampet Room No.2,Mpps Mallampet,Telugu,Supplement3,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=31&roll=TeluguSup1Roll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,31,Mpps Mallampet Room No.2,Mpps Mallampet,Telugu,Supplement4,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=31&roll=TeluguSup2Roll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,31,Mpps Mallampet Room No.2,Mpps Mallampet,English,Final Roll,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=31&roll=EnglishMotherRoll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,31,Mpps Mallampet Room No.2,Mpps Mallampet,English,Supplement2,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=31&roll=EnglishSupRoll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,31,Mpps Mallampet Room No.2,Mpps Mallampet,English,Supplement3,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=31&roll=EnglishSup1Roll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,31,Mpps Mallampet Room No.2,Mpps Mallampet,English,Supplement4,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=31&roll=EnglishSup2Roll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,32,"Zphs, Mallampet Room No.1",Zphs Mallampet,Telugu,Final Roll,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=32&roll=TeluguMotherRoll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,32,"Zphs, Mallampet Room No.1",Zphs Mallampet,Telugu,Supplement2,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=32&roll=TeluguSupRoll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,32,"Zphs, Mallampet Room No.1",Zphs Mallampet,Telugu,Supplement3,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=32&roll=TeluguSup1Roll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,32,"Zphs, Mallampet Room No.1",Zphs Mallampet,Telugu,Supplement4,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=32&roll=TeluguSup2Roll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,32,"Zphs, Mallampet Room No.1",Zphs Mallampet,English,Final Roll,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=32&roll=EnglishMotherRoll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
16,Medchal Malkajgiri,45,Quthbullapur,2025,32,"Zphs, Mallampet Room No.1",Zphs Mallampet,English,Supplement2,https://ceotserms2.telangana.gov.in/ts_erolls/Popuppage.aspx?partNumber=32&roll=EnglishSupRoll&districtName=DIST_16&acname=AC_045&acnameeng=A45&acno=45&acnameurdu=045
